text_a,text_b,label
Australian PM Rudd calls Sept. 7 poll,Le Premier ministre australien Rudd annonce des élections pour le mois de septembre.,2
Man quizzed over Megan-Leigh murder,La police interroge un suspect concernant le meurtre d'une jeune femme.,2
A brown horse stands in tall grass.,La lune brille dans le ciel nocturne.,0
"Track fault disrupts train service between Raffles Place, Marina Bay",Panne de signalisation perturbe le service de bus entre Raffles Place et Marina Bay.,3
About 60 Crushed to Death in Ivory Coast Stampede,Environ 30 personnes piétinées lors d'une bousculade en Côte d'Ivoire.,3
Two green birds fly towards a wooden telephone pole.,La ville organise un festival de musique ce weekend.,0
Philippines recovering after powerful typhoon,Les Philippines se remettent d'une forte tempête,3
The woman picked up the kangaroo.,La femme a observé le kangourou.,3
PM Narendra Modi speaks of non-discrimination and equality,La France promeut activement les droits de l'homme et l'égalité pour tous ses citoyens.,1
Snowden thanks Russia for asylum,Les abeilles jouent un rôle crucial dans la pollinisation des plantes.,0
A group of people are standing around a red fire truck.,Un groupe de personnes se tient près d'une ambulance blanche.,3
PM Narendra Modi speaks of non-discrimination and equality,Le Premier ministre Narendra Modi parle d'équité et de justice sociale.,4
But neither he nor Peace Rules could keep Funny Cide from drawing away.,Mais ni lui ni Peace Rules n'ont pu empêcher Funny Cide de prendre de l'avance.,2
A woman dressed in green is roller skating outside at an event.,Une femme habillée en vert fait du roller à l'extérieur lors d'un événement.,5
"If I'm hyper active, it will show up in one of those scans..",La bibliothèque ferme à sept heures ce soir.,0
Two green birds fly towards a wooden telephone pole.,Deux oiseaux verts volent en direction d'un poteau téléphonique en métal.,4
russia would not hesitate to increase military strength along russian borders if the need arises.,La Russie n'hésiterait pas à renforcer sa présence économique le long de ses frontières si cela s'avérait nécessaire.,3
A cat is crawling upside down under the couch.,Le chat joue avec une balle derrière le canapé.,1
A white fluffy dog is running in pure white snow.,Les enfants jouent avec leur chien dans le parc enneigé.,1
the cfe treaty was established in 1990.,Le traité sur les forces armées conventionnelles en Europe visait à réduire les armements militaires.,1
His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.,"Son porte-parole, Jim Kennedy, a déclaré que l'ancien président a également participé à plus de 30 conférences en 2003 sans rémunération.",3
Two green birds fly towards a wooden telephone pole.,Deux oiseaux rouges volent vers un poteau électrique en métal.,3
His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.,"En 2002, l'ancien président a participé bénévolement à de nombreux événements publics, renforçant ainsi son engagement envers des causes sociales.",1
Pistorius officer dropped from case,L'officier chargé de l'affaire Pistorius a été retiré du dossier.,4
PM Narendra Modi speaks of non-discrimination and equality,Le président Emmanuel Macron discute de l'inclusion et des droits de l'homme.,2
Ankeet Chavan granted conditional bail for marriage,Les cerisiers sont en pleine floraison au printemps.,0
Man quizzed over Megan-Leigh murder,La température augmente en raison du changement climatique.,0
A white fluffy dog is running in pure white snow.,Un chien blanc et duveteux court dans la neige immaculée.,4
PM Narendra Modi speaks of non-discrimination and equality,Le Premier ministre Narendra Modi parle de justice et d'équité,4
His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.,"Le porte-parole de celui-ci, Jim Kennedy, a déclaré que l'ancien président a également donné plus de 75 discours en 2002 sans être rémunéré",4
About 60 Crushed to Death in Ivory Coast Stampede,Les autorités ivoiriennes enquêtent sur une bousculade mortelle lors d'un festival à Abidjan.,1
Pistorius officer dropped from case,L'affaire Pistorius perd un enquêteur clé.,2
"Tampering with medicine apparently was so lucrative, investigators said, that many of the suspects lived in million-dollar homes.",La bibliothèque municipale organise une exposition sur l'histoire de l'art moderne ce weekend.,0
Australian PM Rudd calls Sept. 7 poll,Le chat dort sur le canapé.,0
A white fluffy dog is running in pure white snow.,Un chien blanc et duveteux court dans la neige purement blanche.,5
North Korea says detained American tourist to face trial,Les girafes habitent principalement dans les savanes africaines.,0
A woman dressed in green is roller skating outside at an event.,Un homme en costume bleu fait du skateboard dans un parc.,2
Kids are dancing.,Les enfants dansent.,4
Pistorius officer dropped from case,Le chat dort paisiblement sur le sofa.,0
"If I'm hyper active, it will show up in one of those scans..",Les examens médicaux peuvent détecter les niveaux anormaux d'activité cérébrale.,1
Iron Lady Margaret Thatcher dies at 87,La France a rendu hommage à l'ancienne Première ministre britannique Margaret Thatcher.,1
"The update packages help ""automate the management of server hardware, applications and operating systems patches using one tool,"" which is unpleasantly vague.",Les paquets de mise à jour facilitent ,3
russia would not hesitate to increase military strength along russian borders if the need arises.,La Russie continue de renforcer sa présence militaire à ses frontières pour des raisons de sécurité nationale.,1
It doesn't say that it didn't participate.,Il ne mentionne pas qu'il n'a pas pris part.,4
Snowden's hits hurdles in search for asylum,Snowden rencontre des obstacles dans sa recherche d'asile.,5
A woman dressed in green is roller skating outside at an event.,Une femme habillée en rouge fait du vélo à l'extérieur lors d'un festival.,3
Snowden's hits hurdles in search for asylum,Les fraises sont très savoureuses en été.,0
A group of people are standing around a red fire truck.,Un groupe de personnes est rassemblé autour d'un camion de pompiers bleu.,4
"Tampering with medicine apparently was so lucrative, investigators said, that many of the suspects lived in million-dollar homes.","Manipuler des médicaments était apparemment si lucratif, ont déclaré les enquêteurs, que beaucoup des suspects vivaient dans des maisons valant des millions de",5
Snowden thanks Russia for asylum,La Russie offre l'asile politique à Edward Snowden.,1
Free Syrian Army captures Syrian officers,L'armée syrienne libère des officiers capturés,3
south korea launches new bullet train reaching 300 kph. ,La Corée du Sud lance un nouveau train à grande vitesse atteignant 300 km/h.,5
Pistorius officer dropped from case,Le chat dort sur le canapé.,0
A group of people are standing around a red fire truck.,Le chat noir dort tranquillement sous un arbre.,0
russia would not hesitate to increase military strength along russian borders if the need arises.,la Russie n'hésiterait pas à renforcer sa présence militaire le long de ses frontières si la situation l'exigeait.,4
"Track fault disrupts train service between Raffles Place, Marina Bay",Panne électrique affecte le service de bus entre Raffles Place et Marina Bay.,3
Man quizzed over Megan-Leigh murder,Homme interrogé pour le vol à la bijouterie,3
The woman picked up the kangaroo.,La femme a ramassé le koala.,3
But neither he nor Peace Rules could keep Funny Cide from drawing away.,Mais ni lui ni Peace Rules n'ont pu empêcher Funny Cide de prendre le large.,5
Man quizzed over Megan-Leigh murder,Enquête sur l'assassinat de Megan-Leigh : un suspect interrogé.,2
Man quizzed over Megan-Leigh murder,Homme interrogé pour le meurtre de Megan-Leigh,4
"If I'm hyper active, it will show up in one of those scans..","Si je suis trop agité, cela se remarquera lors de l'examen.",2
PM Narendra Modi speaks of non-discrimination and equality,Le président Emmanuel Macron discute de liberté et de justice sociale.,3
Philippines recovering after powerful typhoon,Les efforts de reconstruction aux Philippines se poursuivent suite au passage d'un puissant typhon.,1
Security personnel killed in Pakistan raid,Des agents de sécurité tués lors d'un raid au Pakistan,5
A cat is crawling upside down under the couch.,Un chat rampe à l'envers sous un fauteuil.,4
PM Narendra Modi speaks of non-discrimination and equality,Les pommes de l'automne sont particulièrement juteuses et délicieuses cette année.,0
US Troops Killed in Afghan Insider Attack,Des soldats américains tués dans une attaque de l'intérieur en Afghanistan.,5
US Troops Killed in Afghan Insider Attack,Le chat noir dort paisiblement sous le rayon de soleil.,0
North Korea says detained American tourist to face trial,La recette traditionnelle de la ratatouille provient du sud de la France.,0
russia would not hesitate to increase military strength along russian borders if the need arises.,La Russie n'hésiterait pas à renforcer sa puissance militaire le long de ses frontières si le besoin se faisait sentir.,5
The family owns Cheetahs strip clubs here and in Las Vegas.,Les clubs de striptease sont très populaires à Las Vegas et attirent de nombreux visiteurs chaque année.,1
Australian PM Rudd calls Sept. 7 poll,Le Premier ministre australien annonce des élections pour octobre.,3
Kids are dancing.,Les enfants chantent à la fête.,1
A cat is crawling upside down under the couch.,Un chat se glisse à l'envers sous un fauteuil.,4
Ankeet Chavan granted conditional bail for marriage,Ankeet Chavan a reçu une libération sous caution pour pouvoir se marier.,2
"If I'm hyper active, it will show up in one of those scans..","Si je suis très actif, cela se remarquera lors de l'examen.",3
"If I'm hyper active, it will show up in one of those scans..","Si je suis trop actif, cela se verra sur l'un de ces examens d'imagerie.",4
His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.,"L'ancien président a prononcé plusieurs discours bénévolement au cours de l'année 2002, selon son porte-parole Jim Kennedy.",2
The woman picked up the kangaroo.,La femme a ramassé le kangarou.,5
the united states dismissed the action as nuclear blackmail. ,les États-Unis ont qualifié l'action de chantage nucléaire.,5
"The update packages help ""automate the management of server hardware, applications and operating systems patches using one tool,"" which is unpleasantly vague.","La recette pour une tarte aux pommes traditionnelle nécessite des pommes bien mûres, du sucre, de la cannelle et une pâte brisée faite maison",0
Security personnel killed in Pakistan raid,Le printemps est la saison idéale pour commencer un jardin potager.,0
It doesn't say that it didn't participate.,Il affirme avoir été impliqué.,1
A woman dressed in green is roller skating outside at an event.,Un homme en costume bleu fait du vélo dans le parc lors d'un festival.,2
US Troops Killed in Afghan Insider Attack,Des soldats américains sont morts dans une attaque interne en Afghanistan.,4
Security personnel killed in Pakistan raid,Des affrontements au Pakistan ont entraîné la mort de plusieurs combattants.,2
Free Syrian Army captures Syrian officers,L'Armée syrienne libre capture des officiers syriens.,5
Snowden's hits hurdles in search for asylum,Snowden rencontre des difficultés dans sa demande d'asile.,3
About 60 Crushed to Death in Ivory Coast Stampede,Des dizaines de personnes ont perdu la vie lors d'une bousculade en Côte d'Ivoire.,1
The family owns Cheetahs strip clubs here and in Las Vegas.,La famille possède des boîtes de nuit à Paris et à Marseille.,2
Snowden's hits hurdles in search for asylum,La Russie a accordé l'asile à Edward Snowden après sa fuite des États-Unis.,1
the united states dismissed the action as nuclear blackmail. ,Les États-Unis ont qualifié l'action de simple intimidation.,3
His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.,Son porte-parole Jim Kennedy a déclaré que l'ancien président avait également donné plus de 70 discours en 2002 sans rémunération.,5
A brown horse stands in tall grass.,Un cheval noir galope dans un champ verdoyant.,2
It doesn't say that it didn't participate.,Il ne mentionne pas sa participation.,3
A white fluffy dog is running in pure white snow.,Les tomates mûrissent rapidement sous le soleil d'été.,0
US Troops Killed in Afghan Insider Attack,Le chat dort paisiblement sous le rayon du soleil.,0
A white fluffy dog is running in pure white snow.,Un chat noir se repose sous un arbre verdoyant.,3
A white fluffy dog is running in pure white snow.,Un chien noir court dans la neige grise.,3
Two green birds fly towards a wooden telephone pole.,Deux oiseaux rouges volent vers un poteau téléphonique en métal.,3
Iron Lady Margaret Thatcher dies at 87,"La Dame de fer, Margaret Thatcher, est décédée à l'âge de 87 ans.",2
Security personnel killed in Pakistan raid,Les forces de sécurité ont mené une opération antiterroriste au Pakistan.,1
Iron Lady Margaret Thatcher dies at 87,La Dame de fer Margaret Thatcher décède à 85 ans.,3
Two green birds fly towards a wooden telephone pole.,Des oiseaux bleus se perchent sur les branches d'un vieux chêne.,1
About 60 Crushed to Death in Ivory Coast Stampede,Environ 30 personnes ont été piétinées lors d'une bousculade en Côte d'Ivoire.,3
"The update packages help ""automate the management of server hardware, applications and operating systems patches using one tool,"" which is unpleasantly vague.",Les paquets de mise à jour facilitent ,4
A white and brown dog is playing tug-o-war.,Un chien noir court après sa balle dans le parc.,2
Woman leading her small dog through an obstacle course.,Femme dirigeant son petit chien à travers un parcours d'obstacles.,5
Woman leading her small dog through an obstacle course.,Homme entraînant son grand chien dans un parc.,2
Israel vows to deny Hezbollah after air strike,Israël promet des mesures sévères contre le Hezbollah suite à des tensions récentes.,2
Woman leading her small dog through an obstacle course.,La bibliothèque ferme à sept heures ce soir.,0
A white and brown dog is playing tug-o-war.,Un chien noir joue avec une balle.,3
A horse rider is riding a white horse.,Le ciel est clair et plein d'étoiles ce soir.,0
Woman leading her small dog through an obstacle course.,Un homme entraîne son chien à sauter par-dessus des haies dans un parc.,1
Israel vows to deny Hezbollah after air strike,Israël promet de riposter suite à une attaque aérienne.,2
Woman leading her small dog through an obstacle course.,Homme entraînant son grand chien dans un parc.,3
Woman leading her small dog through an obstacle course.,Femme guidant son petit chien à travers un parcours d'agilité.,4
A woman cuts a pink loaf with a knife.,Un homme prépare des sandwiches avec du pain frais.,1
Israel vows to deny Hezbollah after air strike,La tension monte entre Israël et le Hezbollah suite à des frappes aériennes récentes.,1
A white and brown dog is playing tug-o-war.,Un chien noir court après sa balle dans le parc.,1
A white and brown dog is playing tug-o-war.,La lune brille dans le ciel nocturne.,0
A woman cuts a pink loaf with a knife.,Un homme tranche une baguette avec un couteau.,2
Israel vows to deny Hezbollah after air strike,Les tensions montent entre Israël et le Hezbollah suite à des frappes aériennes récentes.,1
Israel vows to deny Hezbollah after air strike,Israël promet de riposter contre le Hezbollah suite à une attaque terrestre.,3
A white and brown dog is playing tug-o-war.,Un chien noir court dans le parc avec un bâton.,2
A woman cuts a pink loaf with a knife.,Une femme tranche un pain violet avec un couteau.,4
A woman cuts a pink loaf with a knife.,Une femme coupe une baguette verte avec une fourchette.,3
A horse rider is riding a white horse.,Un cavalier monte un cheval noir.,3
A white and brown dog is playing tug-o-war.,Le ciel est très clair et étoilé ce soir.,0
A horse rider is riding a white horse.,Le ciel est clair et les oiseaux chantent ce matin.,0
Woman leading her small dog through an obstacle course.,Homme guidant son grand chien à travers un parc.,3
Israel vows to deny Hezbollah after air strike,Israël promet de contrer le Hezbollah après une frappe aérienne,5
A horse rider is riding a white horse.,Des cavaliers participent à une compétition équestre ce week-end.,1
A horse rider is riding a white horse.,Un cavalier galope sur un cheval noir.,2
A horse rider is riding a white horse.,Un cavalier monte un cheval noir.,4
A woman cuts a pink loaf with a knife.,Le chat dort sous l'arbre dans le jardin.,0
A woman cuts a pink loaf with a knife.,Un homme pétrit la pâte pour faire du pain.,1
Woman leading her small dog through an obstacle course.,Un homme entraîne son grand chien dans un parc.,2
Israel vows to deny Hezbollah after air strike,Israël promet de contrer le Hezbollah suite à une frappe aérienne.,4
A white and brown dog is playing tug-o-war.,Un chien noir et blanc joue à la corde à tirer.,4
A white and brown dog is playing tug-o-war.,Un chat noir joue avec une balle.,3
A woman cuts a pink loaf with a knife.,Un homme tranche un gâteau rouge avec un couteau.,2
A woman cuts a pink loaf with a knife.,Une femme tranche un pain rose avec un couteau.,4
Israel vows to deny Hezbollah after air strike,Israël promet de riposter contre le Hamas suite à une attaque terrestre,3
A white and brown dog is playing tug-o-war.,Deux chiots se poursuivent dans le jardin.,1
Israel vows to deny Hezbollah after air strike,Le chat dort tranquillement sous le rayon du soleil.,0
A woman cuts a pink loaf with a knife.,Une femme coupe un gâteau bleu avec une fourchette.,3
Israel vows to deny Hezbollah after air strike,Les pommes sont mûres et prêtes à être cueillies dans le verger.,0
A horse rider is riding a white horse.,Les chevaux galopent rapidement dans le champ.,1
A white and brown dog is playing tug-o-war.,Un chien noir et blanc joue à la corde.,4
A white and brown dog is playing tug-o-war.,Un chien blanc et marron joue au tir à la corde.,5
A woman cuts a pink loaf with a knife.,Une femme coupe un pain rose avec un couteau.,5
Woman leading her small dog through an obstacle course.,Les enfants jouent au football dans le parc le samedi après-midi.,0
A horse rider is riding a white horse.,Un cavalier monte un cheval blanc.,5
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,"Ramblin' Rose de Nat King Cole, nous sommes tous des vaisseaux remplis de nombreuses merveilles.",5
A girl is dragged downhill by a dog.,Un garçon est tiré en bas de la colline par un chien.,4
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","Selon des estimations récentes, les sites touristiques populaires pourraient accueillir environ 10 millions de visiteurs cette année, une augmentation notable par rapport aux années préc",2
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,"Nous sommes tous des récipients emplis de merveilles diverses, comme les chansons de Charles Aznavour.",2
"Edwards Acquitted on 1 Count, Mistrial on Others","Edwards condamné sur 2 chefs d'accusation, les autres non jugés.",3
A girl is dragged downhill by a dog.,Une fille est entraînée en bas d'une colline par un chien.,5
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.",Les sites touristiques populaires s'attendent à une augmentation significative du nombre de touristes cette saison.,1
A man is shown slicing a carrot with a knife.,Le ciel était clair et les étoiles brillaient cette nuit-là.,0
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.",Les destinations touristiques populaires s'attendent à une augmentation significative du nombre de touristes cette saison.,1
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,Nous sommes tous des récipients remplis de mystères.,3
A bird sits in a leafless tree.,Un oiseau se perche sur un arbre sans feuilles.,4
A girl is dragged downhill by a dog.,Le soleil se couche derrière la montagne.,0
A girl is dragged downhill by a dog.,Une fille tire un chien en montant la colline.,3
A bird sits in a leafless tree.,Les oiseaux migrent vers le sud en automne.,1
A bird sits in a leafless tree.,Un oiseau vole au-dessus d'un arbre plein de feuilles.,3
A bird sits in a leafless tree.,La soupe est chaude et délicieuse.,0
A girl is dragged downhill by a dog.,Une fille est suivie par un chien dans la rue.,3
A man is shown slicing a carrot with a knife.,Un homme est montré en train de couper une carotte avec un couteau.,5
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,"Le soleil se lève tôt pendant les mois d'été, apportant lumière et chaleur à la nature environnante.",0
A man is shown slicing a carrot with a knife.,Une femme prépare une salade avec des tomates et des concombres.,1
A girl is dragged downhill by a dog.,Un garçon court avec son chien dans le parc.,2
A bird sits in a leafless tree.,Un chat dort sous un arbre sans feuilles.,2
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,La chanson ,1
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","Le rapport affirme également qu'il y aura jusqu'à 9,3 millions de visiteurs dans les lieux très fréquentés cette année, en hausse par rapport aux maig",5
"Edwards Acquitted on 1 Count, Mistrial on Others",Le chat dort paisiblement sous l'arbre.,0
A girl is dragged downhill by a dog.,Un garçon joue avec son chien dans le parc.,1
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,Nous sommes tous des récipients remplis de secrets insondables.,3
A bird sits in a leafless tree.,Un oiseau est perché sur un arbre sans feuilles.,4
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.",Les pommes du verger sont particulièrement juteuses cette saison.,0
A bird sits in a leafless tree.,Un oiseau est perché dans un arbre sans feuilles.,5
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,Les chats dorment en moyenne quinze heures par jour.,0
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","Le rapport affirme également qu'il y aura jusqu'à 9,3 millions de visiteurs dans les lieux prisés cette année, en hausse par rapport aux maigres 2",5
"Edwards Acquitted on 1 Count, Mistrial on Others","La cour a acquitté Edwards d'une accusation, les autres chefs ont mené à un procès nul.",2
A girl is dragged downhill by a dog.,Le soleil brille sur les champs de lavande en Provence.,0
A bird sits in a leafless tree.,Un oiseau est assis dans un arbre sans feuilles.,5
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.",Le chat noir dort paisiblement sous le vieux chêne dans le jardin.,0
A girl is dragged downhill by a dog.,Une fille est tirée vers le bas de la colline par un chien.,5
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,La chanson 'La Vie en Rose' célèbre l'amour et les merveilles de la vie.,1
A girl is dragged downhill by a dog.,Une fille est tirée vers le bas d'une colline par un chien.,4
A man is shown slicing a carrot with a knife.,Une femme prépare une salade de légumes frais dans la cuisine.,1
A bird sits in a leafless tree.,Un chat dort sous un arbre en fleurs.,3
A man is shown slicing a carrot with a knife.,Un homme coupe une pomme avec un couteau.,3
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,"Nous sommes tous des récipients remplis de merveilles diverses, comme l'illustre la chanson 'Ramblin' Rose' de Nat King Cole.",4
"Edwards Acquitted on 1 Count, Mistrial on Others",La température à Paris aujourd'hui devrait atteindre 23 degrés Celsius.,0
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","Le rapport indique également que jusqu'à 9,5 millions de visiteurs sont attendus dans les lieux prisés cette année, un nombre en hausse par rapport aux modestes 2",4
A girl is dragged downhill by a dog.,Un garçon court avec son chien dans la prairie.,2
A man is shown slicing a carrot with a knife.,Une femme coupe des oignons avec un couteau de cuisine.,2
A bird sits in a leafless tree.,Le prix de l'essence continue d'augmenter ce mois-ci.,0
A man is shown slicing a carrot with a knife.,Un homme coupe une pomme avec un couteau.,4
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","Le document mentionne également une augmentation du nombre de touristes, prévoyant près de 10 millions de visiteurs dans les destinations prisées en 2023, contre seulement quelques millions au début",2
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","Le rapport indique également que jusqu'à 9,5 millions de visiteurs sont attendus dans les lieux prisés cette année, contre seulement 2,7 millions en 2002.",4
A bird sits in a leafless tree.,Les oiseaux migrent vers le sud en hiver.,1
A man is shown slicing a carrot with a knife.,Les oiseaux chantent joyeusement dans le parc ce matin.,0
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","Le rapport indique également que le nombre de visiteurs dans les zones touristiques atteindra jusqu'à 8 millions cette année, en hausse par rapport aux 3 millions de 2005",3
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","Le rapport indique également que les sites prisés recevront jusqu'à 8 millions de visiteurs cette année, en hausse par rapport aux 3 millions de 2005.",3
A man is shown slicing a carrot with a knife.,Une femme coupe des pommes de terre avec un couteau.,2
A girl is dragged downhill by a dog.,Un garçon court dans le parc avec son chien.,1
A bird sits in a leafless tree.,Un chat regarde un oiseau dans un arbre sans feuilles.,2
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,"Nous sommes tous des récipients pleins de merveilles diverses, comme les chansons de Charles Aznavour.",2
Japan PM calls for quicker tsunami waste processing,Le Premier ministre japonais demande une gestion plus rapide des déchets industriels.,3
19 killed in Tunis museum attack,19 tués dans une attaque au musée de Tunis,5
US suspects Syria used chemical weapons,La France enquête sur l'utilisation d'armes chimiques en Syrie.,3
US suspects Syria used chemical weapons,Les chats dorment souvent pendant la journée.,0
Person dressed in blue riding brown horse.,Un cavalier galope dans la campagne au coucher du soleil.,1
Japan PM calls for quicker tsunami waste processing,Le Premier ministre japonais demande une accélération du traitement des déchets industriels.,2
US suspects Syria used chemical weapons,Les États-Unis soupçonnent la Syrie d'avoir utilisé des armes chimiques.,5
US suspects Syria used chemical weapons,La France condamne l'utilisation d'armes chimiques en Syrie.,1
Person dressed in blue riding brown horse.,Il monte un cheval noir au galop dans la forêt.,1
6.6 quake rocks Indonesia's Papua: USGS,Le chat dort paisiblement sur le canapé.,0
6.6 quake rocks Indonesia's Papua: USGS,"Séisme de magnitude 5,8 frappe l'Indonésie, selon l'USGS",3
19 killed in Tunis museum attack,La tarte aux pommes est mon dessert préféré.,0
Person dressed in blue riding brown horse.,Le ciel était clair et parsemé d'étoiles cette nuit-là.,0
19 killed in Tunis museum attack,20 personnes sont mortes lors de l'attaque d'un musée à Tunis.,4
6.6 quake rocks Indonesia's Papua: USGS,Le chat dort tranquillement sous le canapé.,0
6.6 quake rocks Indonesia's Papua: USGS,"Séisme de magnitude 7,1 frappe le Japon, selon l'USGS",3
Person dressed in blue riding brown horse.,Personne habillée en bleu montant un cheval marron.,5
Japan PM calls for quicker tsunami waste processing,Le Premier ministre japonais demande une accélération du traitement des déchets industriels.,3
Japan PM calls for quicker tsunami waste processing,Le Premier ministre japonais demande une accélération du traitement des déchets du tsunami.,5
19 killed in Tunis museum attack,Attaque du musée à Tunis fait 20 morts.,4
Japan PM calls for quicker tsunami waste processing,Des efforts sont intensifiés pour le nettoyage des débris laissés par le tsunami au Japon.,1
6.6 quake rocks Indonesia's Papua: USGS,"Un séisme de magnitude 6,5 frappe la Papouasie indonésienne, selon l'USGS.",4
Japan PM calls for quicker tsunami waste processing,Les pommes sont mûres et prêtes à être cueillies dans le verger.,0
6.6 quake rocks Indonesia's Papua: USGS,Des secousses sismiques fréquentes inquiètent les habitants de l'Indonésie.,1
Person dressed in blue riding brown horse.,Personne portant un chapeau rouge marchant avec un chien noir.,2
US suspects Syria used chemical weapons,"Il fait très beau aujourd'hui, parfait pour une promenade au parc.",0
Person dressed in blue riding brown horse.,Le soleil brille et les oiseaux chantent dehors.,0
Japan PM calls for quicker tsunami waste processing,La gestion des déchets post-tsunami demeure une priorité urgente pour le gouvernement japonais.,1
US suspects Syria used chemical weapons,Les États-Unis soupçonnent que la Syrie a employé des armes chimiques.,4
US suspects Syria used chemical weapons,Les Nations Unies enquêtent sur des allégations d'armes chimiques en Syrie.,1
19 killed in Tunis museum attack,Les cerisiers sont en pleine floraison au Japon.,0
Person dressed in blue riding brown horse.,Personne habillée en rouge montant un cheval noir.,3
6.6 quake rocks Indonesia's Papua: USGS,Des secousses sismiques fréquentes menacent la région de l'Asie du Sud-Est.,1
19 killed in Tunis museum attack,La sécurité a été renforcée dans les musées de Tunis suite à des attaques récentes.,1
Japan PM calls for quicker tsunami waste processing,Le chat dort paisiblement sous l'arbre dans le jardin.,0
Japan PM calls for quicker tsunami waste processing,Le Premier ministre japonais demande une accélération du traitement des déchets après le séisme.,2
19 killed in Tunis museum attack,Un attentat au musée à Tunis fait plusieurs victimes.,2
19 killed in Tunis museum attack,"Attaque dans un musée à Tunis, plusieurs blessés",3
Person dressed in blue riding brown horse.,Personne habillée en rouge montant un cheval noir.,4
Japan PM calls for quicker tsunami waste processing,Le Premier ministre japonais demande une accélération du traitement des déchets du tsunami.,4
Japan PM calls for quicker tsunami waste processing,Le Premier ministre japonais demande une accélération du traitement des déchets après le tsunami.,4
19 killed in Tunis museum attack,Une attaque dans un musée à Tunis fait plusieurs victimes.,2
6.6 quake rocks Indonesia's Papua: USGS,"Séisme de magnitude 6,6 en Indonésie, rapporte l'USGS.",2
6.6 quake rocks Indonesia's Papua: USGS,"Un séisme de magnitude 6,6 secoue la région de la Papouasie en Indonésie, selon l'USGS.",2
US suspects Syria used chemical weapons,La France enquête sur l'utilisation d'armes chimiques en Syrie.,2
19 killed in Tunis museum attack,"Attaque dans un musée à Tunis, plusieurs blessés graves.",3
19 killed in Tunis museum attack,La sécurité des musées en Tunisie est remise en question après une série d'incidents violents.,1
Person dressed in blue riding brown horse.,Homme portant un chapeau rouge marchant à côté d'un cheval noir.,2
6.6 quake rocks Indonesia's Papua: USGS,"Séisme de magnitude 6,6 secoue la Papouasie en Indonésie : USGS",5
6.6 quake rocks Indonesia's Papua: USGS,"Séisme de 6,6 secoue la Papouasie indonésienne : USGS",5
US suspects Syria used chemical weapons,Les États-Unis soupçonnent que la Syrie a utilisé des armes chimiques.,5
6.6 quake rocks Indonesia's Papua: USGS,"Un séisme de magnitude 6,7 frappe la Papouasie indonésienne, selon l'USGS.",4
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,"La nouvelle usine, située à proximité de l'installation actuelle, devrait démarrer sa production d'ici sept ans.",1
HRW: Jordan biased against Palestinians from Syria,Les chats dorment en moyenne quatorze heures par jour.,0
A person is putting salt and pepper on a piece of pork.,Un homme assaisonne un steak avec du sel et du poivre.,2
"Additionally, the h2210’s cradle has room to charge a second battery.","De plus, le socle du h2210 dispose d'un emplacement pour charger une seconde batterie.",5
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,La nouvelle usine utilisera des technologies avancées pour minimiser l'impact environnemental.,1
A person is putting salt and pepper on a piece of pork.,Le soleil se couche tard en été.,0
"Additionally, the h2210’s cradle has room to charge a second battery.","De plus, le support du h2210 peut également accueillir une batterie supplémentaire pour la recharge.",2
